"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 12 02:11:52 UTC 2024","Wed Jun 12 02:11:57 UTC 2024","4369","tests.integration","test_upgrade_from_stable","","","","test_pre_upgrade_check","Test that the pre-upgrade-check action runs successfully."
"passed","Wed Jun 12 02:05:00 UTC 2024","Wed Jun 12 02:05:02 UTC 2024","1154","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_database_version","Check version is accurate."
"passed","Wed Jun 12 02:05:04 UTC 2024","Wed Jun 12 02:05:23 UTC 2024","19260","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_no_read_only_endpoint_in_standalone_cluster","Test that there is no read-only endpoint in a standalone cluster."
"passed","Wed Jun 12 02:23:12 UTC 2024","Wed Jun 12 02:25:27 UTC 2024","134499","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_an_application_can_request_multiple_databases","Test that an application can request additional databases using the same interface.

    This occurs using a new relation per interface (for now).
    "
"passed","Wed Jun 12 02:38:35 UTC 2024","Wed Jun 12 02:39:52 UTC 2024","77256","tests.integration","test_subordinates","","","","test_scale_down",""
"unknown","","","","tests.integration","test_charm","","","","test_systemd_restarts_exporter_process",""
"passed","Wed Jun 12 02:08:57 UTC 2024","Wed Jun 12 02:09:21 UTC 2024","24524","tests.integration.relations.pgbouncer_provider","test_data_integrator","","","","test_remove_tls",""
"passed","Wed Jun 12 01:54:33 UTC 2024","Wed Jun 12 02:11:52 UTC 2024","1039679","tests.integration","test_upgrade_from_stable","","","","test_deploy_stable","Simple test to ensure that the PostgreSQL and application charms get deployed."
"passed","Wed Jun 12 02:20:19 UTC 2024","Wed Jun 12 02:24:54 UTC 2024","275386","tests.integration.relations","test_db","","","","test_extensions","Test that PGB blocks on disabled extension request and allows enabled ones."
"passed","Wed Jun 12 01:54:12 UTC 2024","Wed Jun 12 02:04:59 UTC 2024","647728","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_database_relation_with_charm_libraries","Test basic functionality of database relation interface."
"passed","Wed Jun 12 02:11:57 UTC 2024","Wed Jun 12 02:13:27 UTC 2024","90277","tests.integration","test_upgrade_from_stable","","","","test_upgrade_from_stable","Test updating from stable channel."
"passed","Wed Jun 12 01:51:50 UTC 2024","Wed Jun 12 01:55:23 UTC 2024","212684","tests.integration.relations","test_peers","","","","test_deploy_at_scale",""
"passed","Wed Jun 12 02:04:59 UTC 2024","Wed Jun 12 02:05:00 UTC 2024","1023","tests.integration.relations.pgbouncer_provider","test_pgbouncer_provider","","","","test_database_usage","Check we can update and delete things."
"passed","Wed Jun 12 01:53:16 UTC 2024","Wed Jun 12 02:08:29 UTC 2024","912305","tests.integration.relations.pgbouncer_provider","test_data_integrator","","","","test_deploy_and_relate","Test basic functionality of database relation interface."
"passed","Wed Jun 12 02:18:30 UTC 2024","Wed Jun 12 02:20:19 UTC 2024","108468","tests.integration.relations","test_db","","","","test_remove_relation",""
"passed","Wed Jun 12 02:15:21 UTC 2024","Wed Jun 12 02:16:39 UTC 2024","77763","tests.integration","test_upgrade","","","","test_upgrade_from_edge",""
